"usernum","stim","cond","adjtype","displaytype","version","audiofile","response","timestamp","order","selectedpos","images","phrase","native","type","stimnum","mturkid","time","usernum_unique","run","cheater","selection","target","condcollapsed"
20,"target-5","cmp:rel-both:a","cmp","both-rel","a","target-5-a-cmp",4,"Mon Jul 30 09:58:14 2018","5:1:2:4:3",4,"man-big_fan:lady-med_fan:lady-small_fan:lady-med_fish:lady-small_fish","lady with the bigger [inaudible]","yes","target",5,"A1LDGTVB4DC9FN",23,"mturk1_20","mturk1",FALSE,"target1",0,"both-rel cmp"
20,"target-1","pos:rel-abs:b","pos","abs-rel","b","target-1-b-pos",2,"Mon Jul 30 09:58:41 2018","4:1:5:3:2",1,"frog-big_bag:rabbit-med_bag:rabbit-small_bag:rabbit-med_box:frog-small_box","rabbit in the big [inaudible]","yes","target",1,"A1LDGTVB4DC9FN",7,"mturk1_20","mturk1",FALSE,"target2",1,"abs-rel pos"
20,"target-12","pos:abs-both:a","pos","abs-both","a","target-12-a-pos",4,"Mon Jul 30 09:58:54 2018","2:5:4:1:3",1,"cat-big_lamp:horse-med_ladder:cat-small_ladder:horse-med_lizard:horse-small_lizard","horse with the big [inaudible]","yes","target",12,"A1LDGTVB4DC9FN",4,"mturk1_20","mturk1",FALSE,"target2",1,"abs-both pos"
20,"target-10","pos:rel-abs:a","pos","abs-rel","a","target-10-a-pos",2,"Mon Jul 30 10:00:46 2018","4:1:2:5:3",1,"lady-big_cheese:farmer-med_cheese:farmer-small_cheese:farmer-med_chair:lady-small_chair","farmer with the big [inaudible]","yes","target",10,"A1LDGTVB4DC9FN",10,"mturk1_20","mturk1",FALSE,"target2",1,"abs-rel pos"
20,"target-11","pos:rel-both:a","pos","both-rel","a","target-11-a-pos",4,"Mon Jul 30 10:01:10 2018","1:3:5:2:4",2,"boy-big_carrot:policewoman-med_carrot:policewoman-small_carrot:policewoman-med_cookie:policewoman-small_cookie","policewoman with the big [inaudible]","yes","target",11,"A1LDGTVB4DC9FN",11,"mturk1_20","mturk1",FALSE,"target1",0,"both-rel pos"
20,"target-7","cmp:rel-abs:b","cmp","abs-rel","b","target-7-b-cmp",2,"Mon Jul 30 10:01:35 2018","2:1:5:4:3",1,"girl-big_scarf:man-med_scarf:man-small_scarf:man-med_sock:girl-small_sock","man with the bigger [inaudible]","yes","target",7,"A1LDGTVB4DC9FN",10,"mturk1_20","mturk1",FALSE,"target2",1,"abs-rel cmp"
20,"target-2","pos:rel-both:b","pos","both-rel","b","target-2-b-pos",4,"Mon Jul 30 10:01:48 2018","4:5:2:1:3",1,"bird-big_bucket:frog-med_bucket:frog-small_bucket:frog-med_bathtub:frog-small_bathtub","frog in the big [inaudible]","yes","target",2,"A1LDGTVB4DC9FN",4,"mturk1_20","mturk1",FALSE,"target1",0,"both-rel pos"
20,"target-8","cmp:rel-both:b","cmp","both-rel","b","target-8-b-cmp",2,"Mon Jul 30 10:03:05 2018","5:2:1:4:3",2,"rabbit-big_cup:bird-med_cup:bird-small_cup:bird-med_can:bird-small_can","bird in the bigger [inaudible]","yes","target",8,"A1LDGTVB4DC9FN",17,"mturk1_20","mturk1",FALSE,"target2",1,"both-rel cmp"
20,"target-3","pos:abs-both:b","pos","abs-both","b","target-3-b-pos",4,"Mon Jul 30 10:03:21 2018","4:3:5:2:1",2,"bird-big_tower:cat-med_tree:bird-small_tree:cat-med_truck:cat-small_truck","cat in the big [inaudible]","yes","target",3,"A1LDGTVB4DC9FN",7,"mturk1_20","mturk1",FALSE,"target2",1,"abs-both pos"
20,"target-4","cmp:rel-abs:a","cmp","abs-rel","a","target-4-a-cmp",4,"Mon Jul 30 10:04:02 2018","2:4:5:1:3",1,"girl-big_pillow:boy-med_pillow:boy-small_pillow:boy-med_paintbrush:girl-small_paintbrush","boy with the bigger [inaudible]","yes","target",4,"A1LDGTVB4DC9FN",6,"mturk1_20","mturk1",FALSE,"target1",0,"abs-rel cmp"
20,"target-9","cmp:abs-both:b","cmp","abs-both","b","target-9-b-cmp",4,"Mon Jul 30 10:04:24 2018","5:2:4:3:1",3,"frog-big_glasses:monkey-med_grapes:frog-small_grapes:monkey-med_glue:monkey-small_glue","monkey with the bigger [inaudible]","yes","target",9,"A1LDGTVB4DC9FN",6,"mturk1_20","mturk1",FALSE,"target2",1,"abs-both cmp"
20,"target-6","cmp:abs-both:a","cmp","abs-both","a","target-6-a-cmp",4,"Mon Jul 30 10:04:42 2018","3:2:1:5:4",5,"man-big_doll:girl-med_dog:man-small_dog:girl-med_duck:girl-small_duck","girl with the bigger [inaudible]","yes","target",6,"A1LDGTVB4DC9FN",9,"mturk1_20","mturk1",FALSE,"target2",1,"abs-both cmp"
21,"target-9","pos:rel-abs:a","pos","abs-rel","a","target-9-a-pos",2,"Mon Jul 30 09:48:34 2018","1:3:4:5:2",3,"frog-big_glue:monkey-med_glue:monkey-small_glue:monkey-med_grapes:frog-small_grapes","monkey with the big [inaudible]","yes","target",9,"A39GADIK8RLMVC",4,"mturk1_21","mturk1",FALSE,"target2",1,"abs-rel pos"
21,"target-4","cmp:rel-both:a","cmp","both-rel","a","target-4-a-cmp",2,"Mon Jul 30 09:48:48 2018","5:1:2:4:3",1,"girl-big_pillow:boy-med_pillow:boy-small_pillow:boy-med_paintbrush:boy-small_paintbrush","boy with the bigger [inaudible]","yes","target",4,"A39GADIK8RLMVC",3,"mturk1_21","mturk1",FALSE,"target2",1,"both-rel cmp"
21,"target-2","pos:abs-both:b","pos","abs-both","b","target-2-b-pos",2,"Mon Jul 30 09:49:07 2018","4:2:1:3:5",2,"bird-big_boat:frog-med_bucket:bird-small_bucket:frog-med_bathtub:frog-small_bathtub","frog in the big [inaudible]","yes","target",2,"A39GADIK8RLMVC",11,"mturk1_21","mturk1",FALSE,"target1",0,"abs-both pos"
21,"target-12","pos:rel-abs:b","pos","abs-rel","b","target-12-b-pos",2,"Mon Jul 30 09:49:22 2018","4:1:3:5:2",1,"cat-big_lizard:horse-med_lizard:horse-small_lizard:horse-med_ladder:cat-small_ladder","horse with the big [inaudible]","yes","target",12,"A39GADIK8RLMVC",7,"mturk1_21","mturk1",FALSE,"target2",1,"abs-rel pos"
21,"target-7","cmp:rel-both:b","cmp","both-rel","b","target-7-b-cmp",2,"Mon Jul 30 09:49:32 2018","4:1:2:5:3",1,"girl-big_scarf:man-med_scarf:man-small_scarf:man-med_sock:man-small_sock","man with the bigger [inaudible]","yes","target",7,"A39GADIK8RLMVC",4,"mturk1_21","mturk1",FALSE,"target2",1,"both-rel cmp"
21,"target-10","pos:rel-both:a","pos","both-rel","a","target-10-a-pos",4,"Mon Jul 30 09:49:50 2018","4:2:1:3:5",3,"lady-big_cheese:farmer-med_cheese:farmer-small_cheese:farmer-med_chair:farmer-small_chair","farmer with the big [inaudible]","yes","target",10,"A39GADIK8RLMVC",10,"mturk1_21","mturk1",FALSE,"target1",0,"both-rel pos"
21,"target-5","cmp:abs-both:a","cmp","abs-both","a","target-5-a-cmp",4,"Mon Jul 30 09:50:04 2018","5:2:1:3:4",3,"man-big_flower:lady-med_fan:man-small_fan:lady-med_fish:lady-small_fish","lady with the bigger [inaudible]","yes","target",5,"A39GADIK8RLMVC",8,"mturk1_21","mturk1",FALSE,"target2",1,"abs-both cmp"
21,"target-8","cmp:abs-both:b","cmp","abs-both","b","target-8-b-cmp",2,"Mon Jul 30 09:50:18 2018","1:4:3:2:5",4,"rabbit-big_car:bird-med_cup:rabbit-small_cup:bird-med_can:bird-small_can","bird in the bigger [inaudible]","yes","target",8,"A39GADIK8RLMVC",4,"mturk1_21","mturk1",FALSE,"target1",0,"abs-both cmp"
21,"target-11","pos:abs-both:a","pos","abs-both","a","target-11-a-pos",4,"Mon Jul 30 09:50:47 2018","1:4:3:2:5",2,"boy-big_cake:policewoman-med_carrot:boy-small_carrot:policewoman-med_cookie:policewoman-small_cookie","policewoman with the big [inaudible]","yes","target",11,"A39GADIK8RLMVC",20,"mturk1_21","mturk1",FALSE,"target2",1,"abs-both pos"
21,"target-1","pos:rel-both:b","pos","both-rel","b","target-1-b-pos",4,"Mon Jul 30 09:51:00 2018","3:2:4:1:5",1,"frog-big_bag:rabbit-med_bag:rabbit-small_bag:rabbit-med_box:rabbit-small_box","rabbit in the big [inaudible]","yes","target",1,"A39GADIK8RLMVC",3,"mturk1_21","mturk1",FALSE,"target1",0,"both-rel pos"
21,"target-6","cmp:rel-abs:b","cmp","abs-rel","b","target-6-b-cmp",2,"Mon Jul 30 09:51:09 2018","3:5:4:1:2",5,"man-big_duck:girl-med_duck:girl-small_duck:girl-med_dog:man-small_dog","girl with the bigger [inaudible]","yes","target",6,"A39GADIK8RLMVC",3,"mturk1_21","mturk1",FALSE,"target2",1,"abs-rel cmp"
21,"target-3","cmp:rel-abs:a","cmp","abs-rel","a","target-3-a-cmp",2,"Mon Jul 30 09:51:18 2018","2:3:4:5:1",3,"bird-big_truck:cat-med_truck:cat-small_truck:cat-med_tree:bird-small_tree","cat in the bigger [inaudible]","yes","target",3,"A39GADIK8RLMVC",3,"mturk1_21","mturk1",FALSE,"target2",1,"abs-rel cmp"
23,"target-10","pos:rel-abs:b","pos","abs-rel","b","target-10-b-pos",2,"Mon Jul 30 09:50:23 2018","2:5:3:4:1",5,"lady-big_chair:farmer-med_chair:farmer-small_chair:farmer-med_cheese:lady-small_cheese","farmer with the big [inaudible]","yes","target",10,"A1PUHCEBSOWETV",6,"mturk1_23","mturk1",FALSE,"target2",1,"abs-rel pos"
23,"target-5","cmp:rel-both:b","cmp","both-rel","b","target-5-b-cmp",1,"Mon Jul 30 09:50:33 2018","1:3:5:2:4",1,"man-big_fish:lady-med_fish:lady-small_fish:lady-med_fan:lady-small_fan","lady with the bigger [inaudible]","yes","target",5,"A1PUHCEBSOWETV",5,"mturk1_23","mturk1",FALSE,"distractor",0,"both-rel cmp"
23,"target-7","pos:rel-abs:a","pos","abs-rel","a","target-7-a-pos",2,"Mon Jul 30 09:50:45 2018","4:2:1:5:3",2,"girl-big_sock:man-med_sock:man-small_sock:man-med_scarf:girl-small_scarf","man with the big [inaudible]","yes","target",7,"A1PUHCEBSOWETV",4,"mturk1_23","mturk1",FALSE,"target2",1,"abs-rel pos"
23,"target-9","pos:abs-both:a","pos","abs-both","a","target-9-a-pos",4,"Mon Jul 30 09:51:14 2018","1:3:5:2:4",2,"frog-big_glasses:monkey-med_glue:frog-small_glue:monkey-med_grapes:monkey-small_grapes","monkey with the big [inaudible]","yes","target",9,"A1PUHCEBSOWETV",3,"mturk1_23","mturk1",FALSE,"target2",1,"abs-both pos"
23,"target-1","cmp:rel-abs:a","cmp","abs-rel","a","target-1-a-cmp",4,"Mon Jul 30 09:51:26 2018","2:3:1:4:5",4,"frog-big_box:rabbit-med_box:rabbit-small_box:rabbit-med_bag:frog-small_bag","rabbit in the bigger [inaudible]","yes","target",1,"A1PUHCEBSOWETV",5,"mturk1_23","mturk1",FALSE,"target1",0,"abs-rel cmp"
23,"target-11","pos:rel-both:b","pos","both-rel","b","target-11-b-pos",2,"Mon Jul 30 09:51:40 2018","5:2:3:1:4",2,"boy-big_cookie:policewoman-med_cookie:policewoman-small_cookie:policewoman-med_carrot:policewoman-small_carrot","policewoman with the big [inaudible]","yes","target",11,"A1PUHCEBSOWETV",5,"mturk1_23","mturk1",FALSE,"target2",1,"both-rel pos"
23,"target-4","cmp:rel-abs:b","cmp","abs-rel","b","target-4-b-cmp",2,"Mon Jul 30 09:52:30 2018","5:1:4:2:3",1,"girl-big_paintbrush:boy-med_paintbrush:boy-small_paintbrush:boy-med_pillow:girl-small_pillow","boy with the bigger [inaudible]","yes","target",4,"A1PUHCEBSOWETV",15,"mturk1_23","mturk1",FALSE,"target2",1,"abs-rel cmp"
23,"target-2","cmp:rel-both:a","cmp","both-rel","a","target-2-a-cmp",4,"Mon Jul 30 09:52:41 2018","4:5:2:1:3",1,"bird-big_bathtub:frog-med_bathtub:frog-small_bathtub:frog-med_bucket:frog-small_bucket","frog in the bigger [inaudible]","yes","target",2,"A1PUHCEBSOWETV",4,"mturk1_23","mturk1",FALSE,"target1",0,"both-rel cmp"
23,"target-12","pos:abs-both:b","pos","abs-both","b","target-12-b-pos",5,"Mon Jul 30 09:52:52 2018","1:3:4:5:2",2,"cat-big_lamp:horse-med_lizard:cat-small_lizard:horse-med_ladder:horse-small_ladder","horse with the big [inaudible]","yes","target",12,"A1PUHCEBSOWETV",4,"mturk1_23","mturk1",FALSE,"small-box",0,"abs-both pos"
23,"target-6","cmp:abs-both:b","cmp","abs-both","b","target-6-b-cmp",2,"Mon Jul 30 09:53:21 2018","4:5:1:2:3",5,"man-big_doll:girl-med_duck:man-small_duck:girl-med_dog:girl-small_dog","girl with the bigger [inaudible]","yes","target",6,"A1PUHCEBSOWETV",5,"mturk1_23","mturk1",FALSE,"target1",0,"abs-both cmp"
23,"target-8","pos:rel-both:a","pos","both-rel","a","target-8-a-pos",2,"Mon Jul 30 09:53:31 2018","1:2:5:3:4",2,"rabbit-big_can:bird-med_can:bird-small_can:bird-med_cup:bird-small_cup","bird in the big [inaudible]","yes","target",8,"A1PUHCEBSOWETV",4,"mturk1_23","mturk1",FALSE,"target2",1,"both-rel pos"
23,"target-3","cmp:abs-both:a","cmp","abs-both","a","target-3-a-cmp",4,"Mon Jul 30 09:54:20 2018","1:5:2:4:3",4,"bird-big_tower:cat-med_truck:bird-small_truck:cat-med_tree:cat-small_tree","cat in the bigger [inaudible]","yes","target",3,"A1PUHCEBSOWETV",3,"mturk1_23","mturk1",FALSE,"target2",1,"abs-both cmp"
22,"target-8","pos:rel-abs:a","pos","abs-rel","a","target-8-a-pos",5,"Mon Jul 30 09:50:23 2018","4:5:1:2:3",3,"rabbit-big_can:bird-med_can:bird-small_can:bird-med_cup:rabbit-small_cup","bird in the big [inaudible]","yes","target",8,"A3VZJ2T28HAQ2A",4,"mturk1_22","mturk1",FALSE,"small-box",0,"abs-rel pos"
22,"target-11","pos:rel-abs:b","pos","abs-rel","b","target-11-b-pos",2,"Mon Jul 30 09:50:36 2018","5:3:2:1:4",3,"boy-big_cookie:policewoman-med_cookie:policewoman-small_cookie:policewoman-med_carrot:boy-small_carrot","policewoman with the big [inaudible]","yes","target",11,"A3VZJ2T28HAQ2A",4,"mturk1_22","mturk1",FALSE,"target2",1,"abs-rel pos"
22,"target-10","pos:abs-both:a","pos","abs-both","a","target-10-a-pos",2,"Mon Jul 30 09:50:56 2018","3:1:4:2:5",1,"lady-big_cherries:farmer-med_cheese:lady-small_cheese:farmer-med_chair:farmer-small_chair","farmer with the big [inaudible]","yes","target",10,"A3VZJ2T28HAQ2A",6,"mturk1_22","mturk1",FALSE,"target1",0,"abs-both pos"
22,"target-2","cmp:rel-abs:a","cmp","abs-rel","a","target-2-a-cmp",2,"Mon Jul 30 09:51:09 2018","1:3:5:4:2",3,"bird-big_bathtub:frog-med_bathtub:frog-small_bathtub:frog-med_bucket:bird-small_bucket","frog in the bigger [inaudible]","yes","target",2,"A3VZJ2T28HAQ2A",5,"mturk1_22","mturk1",FALSE,"target2",1,"abs-rel cmp"
22,"target-1","pos:abs-both:b","pos","abs-both","b","target-1-b-pos",4,"Mon Jul 30 09:51:25 2018","5:1:4:2:3",2,"frog-big_basket:rabbit-med_bag:frog-small_bag:rabbit-med_box:rabbit-small_box","rabbit in the big [inaudible]","yes","target",1,"A3VZJ2T28HAQ2A",5,"mturk1_22","mturk1",FALSE,"target2",1,"abs-both pos"
22,"target-4","cmp:abs-both:a","cmp","abs-both","a","target-4-a-cmp",4,"Mon Jul 30 09:51:39 2018","2:4:1:5:3",5,"girl-big_pen:boy-med_pillow:girl-small_pillow:boy-med_paintbrush:boy-small_paintbrush","boy with the bigger [inaudible]","yes","target",4,"A3VZJ2T28HAQ2A",4,"mturk1_22","mturk1",FALSE,"target2",1,"abs-both cmp"
22,"target-6","cmp:rel-both:b","cmp","both-rel","b","target-6-b-cmp",2,"Mon Jul 30 09:51:54 2018","1:2:5:4:3",2,"man-big_duck:girl-med_duck:girl-small_duck:girl-med_dog:girl-small_dog","girl with the bigger [inaudible]","yes","target",6,"A3VZJ2T28HAQ2A",5,"mturk1_22","mturk1",FALSE,"target2",1,"both-rel cmp"
22,"target-12","pos:rel-both:b","pos","both-rel","b","target-12-b-pos",4,"Mon Jul 30 09:52:07 2018","2:4:1:3:5",3,"cat-big_lizard:horse-med_lizard:horse-small_lizard:horse-med_ladder:horse-small_ladder","horse with the big [inaudible]","yes","target",12,"A3VZJ2T28HAQ2A",5,"mturk1_22","mturk1",FALSE,"target1",0,"both-rel pos"
22,"target-9","pos:rel-both:a","pos","both-rel","a","target-9-a-pos",2,"Mon Jul 30 09:52:22 2018","3:2:1:5:4",2,"frog-big_glue:monkey-med_glue:monkey-small_glue:monkey-med_grapes:monkey-small_grapes","monkey with the big [inaudible]","yes","target",9,"A3VZJ2T28HAQ2A",5,"mturk1_22","mturk1",FALSE,"target2",1,"both-rel pos"
22,"target-7","cmp:abs-both:b","cmp","abs-both","b","target-7-b-cmp",2,"Mon Jul 30 09:52:36 2018","2:3:4:5:1",3,"girl-big_sandwich:man-med_scarf:girl-small_scarf:man-med_sock:man-small_sock","man with the bigger [inaudible]","yes","target",7,"A3VZJ2T28HAQ2A",5,"mturk1_22","mturk1",FALSE,"target1",0,"abs-both cmp"
22,"target-3","cmp:rel-both:a","cmp","both-rel","a","target-3-a-cmp",4,"Mon Jul 30 09:52:53 2018","5:3:4:2:1",2,"bird-big_truck:cat-med_truck:cat-small_truck:cat-med_tree:cat-small_tree","cat in the bigger [inaudible]","yes","target",3,"A3VZJ2T28HAQ2A",6,"mturk1_22","mturk1",FALSE,"target1",0,"both-rel cmp"
22,"target-5","cmp:rel-abs:b","cmp","abs-rel","b","target-5-b-cmp",2,"Mon Jul 30 09:53:07 2018","2:3:5:4:1",3,"man-big_fish:lady-med_fish:lady-small_fish:lady-med_fan:man-small_fan","lady with the bigger [inaudible]","yes","target",5,"A3VZJ2T28HAQ2A",6,"mturk1_22","mturk1",FALSE,"target2",1,"abs-rel cmp"
26,"target-2","cmp:rel-both:b","cmp","both-rel","b","target-2-b-cmp",4,"Mon Jul 30 09:53:19 2018","4:5:1:3:2",3,"bird-big_bucket:frog-med_bucket:frog-small_bucket:frog-med_bathtub:frog-small_bathtub","frog in the bigger [inaudible]","yes","target",2,"AZBH4LJ5SL456",3,"mturk1_26","mturk1",FALSE,"target1",0,"both-rel cmp"
26,"target-10","cmp:rel-abs:a","cmp","abs-rel","a","target-10-a-cmp",2,"Mon Jul 30 09:53:32 2018","5:3:4:2:1",3,"lady-big_cheese:farmer-med_cheese:farmer-small_cheese:farmer-med_chair:lady-small_chair","farmer with the bigger [inaudible]","yes","target",10,"AZBH4LJ5SL456",4,"mturk1_26","mturk1",FALSE,"target2",1,"abs-rel cmp"
26,"target-11","cmp:rel-both:a","cmp","both-rel","a","target-11-a-cmp",4,"Mon Jul 30 09:53:53 2018","2:4:3:1:5",1,"boy-big_carrot:policewoman-med_carrot:policewoman-small_carrot:policewoman-med_cookie:policewoman-small_cookie","policewoman with the bigger [inaudible]","yes","target",11,"AZBH4LJ5SL456",13,"mturk1_26","mturk1",FALSE,"target1",0,"both-rel cmp"
26,"target-8","pos:rel-both:b","pos","both-rel","b","target-8-b-pos",4,"Mon Jul 30 09:54:04 2018","5:4:1:2:3",2,"rabbit-big_cup:bird-med_cup:bird-small_cup:bird-med_can:bird-small_can","bird in the big [inaudible]","yes","target",8,"AZBH4LJ5SL456",3,"mturk1_26","mturk1",FALSE,"target1",0,"both-rel pos"
26,"target-9","pos:abs-both:b","pos","abs-both","b","target-9-b-pos",4,"Mon Jul 30 09:54:23 2018","4:1:3:5:2",5,"frog-big_glasses:monkey-med_grapes:frog-small_grapes:monkey-med_glue:monkey-small_glue","monkey with the big [inaudible]","yes","target",9,"AZBH4LJ5SL456",7,"mturk1_26","mturk1",FALSE,"target2",1,"abs-both pos"
26,"target-4","pos:rel-abs:a","pos","abs-rel","a","target-4-a-pos",2,"Mon Jul 30 09:54:35 2018","2:3:5:4:1",3,"girl-big_pillow:boy-med_pillow:boy-small_pillow:boy-med_paintbrush:girl-small_paintbrush","boy with the big [inaudible]","yes","target",4,"AZBH4LJ5SL456",5,"mturk1_26","mturk1",FALSE,"target2",1,"abs-rel pos"
26,"target-6","pos:abs-both:a","pos","abs-both","a","target-6-a-pos",4,"Mon Jul 30 09:55:51 2018","3:5:2:4:1",4,"man-big_doll:girl-med_dog:man-small_dog:girl-med_duck:girl-small_duck","girl with the big [inaudible]","yes","target",6,"AZBH4LJ5SL456",3,"mturk1_26","mturk1",FALSE,"target2",1,"abs-both pos"
26,"target-3","cmp:abs-both:b","cmp","abs-both","b","target-3-b-cmp",4,"Mon Jul 30 09:56:03 2018","5:3:4:1:2",1,"bird-big_tower:cat-med_tree:bird-small_tree:cat-med_truck:cat-small_truck","cat in the bigger [inaudible]","yes","target",3,"AZBH4LJ5SL456",3,"mturk1_26","mturk1",FALSE,"target2",1,"abs-both cmp"
26,"target-5","pos:rel-both:a","pos","both-rel","a","target-5-a-pos",4,"Mon Jul 30 09:56:14 2018","4:2:5:3:1",3,"man-big_fan:lady-med_fan:lady-small_fan:lady-med_fish:lady-small_fish","lady with the big [inaudible]","yes","target",5,"AZBH4LJ5SL456",5,"mturk1_26","mturk1",FALSE,"target1",0,"both-rel pos"
26,"target-7","pos:rel-abs:b","pos","abs-rel","b","target-7-b-pos",2,"Mon Jul 30 09:56:45 2018","1:4:3:2:5",4,"girl-big_scarf:man-med_scarf:man-small_scarf:man-med_sock:girl-small_sock","man with the big [inaudible]","yes","target",7,"AZBH4LJ5SL456",4,"mturk1_26","mturk1",FALSE,"target2",1,"abs-rel pos"
26,"target-12","cmp:abs-both:a","cmp","abs-both","a","target-12-a-cmp",4,"Mon Jul 30 09:57:00 2018","1:4:5:2:3",2,"cat-big_lamp:horse-med_ladder:cat-small_ladder:horse-med_lizard:horse-small_lizard","horse with the bigger [inaudible]","yes","target",12,"AZBH4LJ5SL456",4,"mturk1_26","mturk1",FALSE,"target2",1,"abs-both cmp"
26,"target-1","cmp:rel-abs:b","cmp","abs-rel","b","target-1-b-cmp",2,"Mon Jul 30 09:57:13 2018","2:1:4:3:5",1,"frog-big_bag:rabbit-med_bag:rabbit-small_bag:rabbit-med_box:frog-small_box","rabbit in the bigger [inaudible]","yes","target",1,"AZBH4LJ5SL456",4,"mturk1_26","mturk1",FALSE,"target2",1,"abs-rel cmp"
33,"target-11","pos:abs-both:a","pos","abs-both","a","target-11-a-pos",4,"Mon Jul 30 10:00:02 2018","2:3:5:4:1",4,"boy-big_cake:policewoman-med_carrot:boy-small_carrot:policewoman-med_cookie:policewoman-small_cookie","policewoman with the big [inaudible]","yes","target",11,"AW45SZDR1C2VS",12,"mturk1_33","mturk1",FALSE,"target2",1,"abs-both pos"
33,"target-3","cmp:rel-abs:a","cmp","abs-rel","a","target-3-a-cmp",2,"Mon Jul 30 10:00:20 2018","1:2:3:5:4",2,"bird-big_truck:cat-med_truck:cat-small_truck:cat-med_tree:bird-small_tree","cat in the bigger [inaudible]","yes","target",3,"AW45SZDR1C2VS",6,"mturk1_33","mturk1",FALSE,"target2",1,"abs-rel cmp"
33,"target-6","cmp:rel-abs:b","cmp","abs-rel","b","target-6-b-cmp",2,"Mon Jul 30 10:00:35 2018","4:1:2:3:5",1,"man-big_duck:girl-med_duck:girl-small_duck:girl-med_dog:man-small_dog","girl with the bigger [inaudible]","yes","target",6,"AW45SZDR1C2VS",5,"mturk1_33","mturk1",FALSE,"target2",1,"abs-rel cmp"
33,"target-9","pos:rel-abs:a","pos","abs-rel","a","target-9-a-pos",1,"Mon Jul 30 10:00:49 2018","4:5:1:2:3",4,"frog-big_glue:monkey-med_glue:monkey-small_glue:monkey-med_grapes:frog-small_grapes","monkey with the big [inaudible]","yes","target",9,"AW45SZDR1C2VS",4,"mturk1_33","mturk1",FALSE,"distractor",0,"abs-rel pos"
33,"target-2","pos:abs-both:b","pos","abs-both","b","target-2-b-pos",4,"Mon Jul 30 10:01:00 2018","2:3:5:1:4",1,"bird-big_boat:frog-med_bucket:bird-small_bucket:frog-med_bathtub:frog-small_bathtub","frog in the big [inaudible]","yes","target",2,"AW45SZDR1C2VS",4,"mturk1_33","mturk1",FALSE,"target2",1,"abs-both pos"
33,"target-12","pos:rel-abs:b","pos","abs-rel","b","target-12-b-pos",2,"Mon Jul 30 10:01:18 2018","5:4:1:2:3",4,"cat-big_lizard:horse-med_lizard:horse-small_lizard:horse-med_ladder:cat-small_ladder","horse with the big [inaudible]","yes","target",12,"AW45SZDR1C2VS",11,"mturk1_33","mturk1",FALSE,"target2",1,"abs-rel pos"
33,"target-8","cmp:abs-both:b","cmp","abs-both","b","target-8-b-cmp",4,"Mon Jul 30 10:01:38 2018","4:5:2:1:3",1,"rabbit-big_car:bird-med_cup:rabbit-small_cup:bird-med_can:bird-small_can","bird in the bigger [inaudible]","yes","target",8,"AW45SZDR1C2VS",8,"mturk1_33","mturk1",FALSE,"target2",1,"abs-both cmp"
33,"target-4","cmp:rel-both:a","cmp","both-rel","a","target-4-a-cmp",4,"Mon Jul 30 10:02:02 2018","3:4:2:5:1",5,"girl-big_pillow:boy-med_pillow:boy-small_pillow:boy-med_paintbrush:boy-small_paintbrush","boy with the bigger [inaudible]","yes","target",4,"AW45SZDR1C2VS",9,"mturk1_33","mturk1",FALSE,"target1",0,"both-rel cmp"
33,"target-5","cmp:abs-both:a","cmp","abs-both","a","target-5-a-cmp",2,"Mon Jul 30 10:02:35 2018","5:4:3:2:1",4,"man-big_flower:lady-med_fan:man-small_fan:lady-med_fish:lady-small_fish","lady with the bigger [inaudible]","yes","target",5,"AW45SZDR1C2VS",18,"mturk1_33","mturk1",FALSE,"target1",0,"abs-both cmp"
33,"target-7","cmp:rel-both:b","cmp","both-rel","b","target-7-b-cmp",4,"Mon Jul 30 10:03:02 2018","1:3:4:5:2",5,"girl-big_scarf:man-med_scarf:man-small_scarf:man-med_sock:man-small_sock","man with the bigger [inaudible]","yes","target",7,"AW45SZDR1C2VS",12,"mturk1_33","mturk1",FALSE,"target1",0,"both-rel cmp"
33,"target-1","pos:rel-both:b","pos","both-rel","b","target-1-b-pos",2,"Mon Jul 30 10:03:21 2018","4:2:5:3:1",2,"frog-big_bag:rabbit-med_bag:rabbit-small_bag:rabbit-med_box:rabbit-small_box","rabbit in the big [inaudible]","yes","target",1,"AW45SZDR1C2VS",8,"mturk1_33","mturk1",FALSE,"target2",1,"both-rel pos"
33,"target-10","pos:rel-both:a","pos","both-rel","a","target-10-a-pos",2,"Mon Jul 30 10:03:43 2018","5:4:1:3:2",4,"lady-big_cheese:farmer-med_cheese:farmer-small_cheese:farmer-med_chair:farmer-small_chair","farmer with the big [inaudible]","yes","target",10,"AW45SZDR1C2VS",13,"mturk1_33","mturk1",FALSE,"target2",1,"both-rel pos"
27,"target-4","pos:rel-both:a","pos","both-rel","a","target-4-a-pos",2,"Mon Jul 30 09:55:14 2018","5:3:2:1:4",3,"girl-big_pillow:boy-med_pillow:boy-small_pillow:boy-med_paintbrush:boy-small_paintbrush","boy with the big [inaudible]","yes","target",4,"A1ZD8RU6YB0VEU",5,"mturk1_27","mturk1",FALSE,"target2",1,"both-rel pos"
27,"target-6","pos:rel-abs:b","pos","abs-rel","b","target-6-b-pos",2,"Mon Jul 30 09:55:29 2018","5:3:2:4:1",3,"man-big_duck:girl-med_duck:girl-small_duck:girl-med_dog:man-small_dog","girl with the big [inaudible]","yes","target",6,"A1ZD8RU6YB0VEU",6,"mturk1_27","mturk1",FALSE,"target2",1,"abs-rel pos"
