usernum,stim,cond,adjtype,displaytype,version,audiofile,response,timestamp,order,selectedpos,images,phrase,native,type,stimnum,mturkid,time,cheater,selection,target,condcollapsed,target1,target1hasrel,target1hasabs,target2hasrel,target2hasabs
74,target-10,cmp:rel-abs:a,cmp,abs-rel,a,target-10-a-cmp,2,Fri Aug 24 13:37:31 2018,4:5:1:3:2,5,lady-big_cheese:farmer-med_cheese:farmer-small_cheese:farmer-med_chair:lady-small_chair,farmer with the bigger [inaudible],,target,10,5aa4c6a6dbdb470001ef4914,4,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
74,target-2,cmp:rel-both:b,cmp,both-rel,b,target-2-b-cmp,4,Fri Aug 24 13:37:46 2018,4:1:5:2:3,2,bird-big_bathtub:frog-med_bathtub:frog-small_bathtub:frog-med_bucket:frog-small_bucket,frog in the bigger [inaudible],,target,2,5aa4c6a6dbdb470001ef4914,8,FALSE,target1,0,both-rel cmp,0,0,0,0,0
74,target-6,pos:abs-both:a,pos,abs-both,a,target-6-a-pos,4,Fri Aug 24 13:38:02 2018,3:1:4:2:5,2,man-big_doll:girl-med_dog:man-small_dog:girl-med_duck:girl-small_duck,girl with the big [inaudible],,target,6,5aa4c6a6dbdb470001ef4914,5,FALSE,target2,1,abs-both pos,1,0,1,1,1
74,target-8,pos:rel-both:b,pos,both-rel,b,target-8-b-pos,2,Fri Aug 24 13:38:14 2018,4:1:2:3:5,1,rabbit-big_can:bird-med_can:bird-small_can:bird-med_cup:bird-small_cup,bird in the big [inaudible],,target,8,5aa4c6a6dbdb470001ef4914,4,FALSE,target2,1,both-rel pos,1,0,0,0,0
74,target-4,pos:rel-abs:a,pos,abs-rel,a,target-4-a-pos,4,Fri Aug 24 13:38:31 2018,2:3:5:1:4,1,girl-big_pillow:boy-med_pillow:boy-small_pillow:boy-med_paintbrush:girl-small_paintbrush,boy with the big [inaudible],,target,4,5aa4c6a6dbdb470001ef4914,6,FALSE,target1,0,abs-rel pos,0,0,1,1,0
74,target-9,pos:abs-both:b,pos,abs-both,b,target-9-b-pos,4,Fri Aug 24 13:38:44 2018,1:3:5:2:4,2,frog-big_glasses:monkey-med_glue:frog-small_glue:monkey-med_grapes:monkey-small_grapes,monkey with the big [inaudible],,target,9,5aa4c6a6dbdb470001ef4914,5,FALSE,target2,1,abs-both pos,1,0,1,1,1
75,target-4,pos:rel-both:a,pos,both-rel,a,target-4-a-pos,4,Fri Aug 24 13:39:20 2018,4:5:3:2:1,2,girl-big_pillow:boy-med_pillow:boy-small_pillow:boy-med_paintbrush:boy-small_paintbrush,boy with the big [inaudible],,target,4,5aa2f6da4eecca0001ddda3f,11,FALSE,target1,0,both-rel pos,0,0,0,0,0
75,target-10,cmp:rel-both:a,cmp,both-rel,a,target-10-a-cmp,4,Fri Aug 24 13:39:37 2018,4:5:1:2:3,2,lady-big_cheese:farmer-med_cheese:farmer-small_cheese:farmer-med_chair:farmer-small_chair,farmer with the bigger [inaudible],,target,10,5aa2f6da4eecca0001ddda3f,9,FALSE,target1,0,both-rel cmp,0,0,0,0,0
75,target-11,cmp:abs-both:a,cmp,abs-both,a,target-11-a-cmp,4,Fri Aug 24 13:39:50 2018,2:5:1:3:4,3,boy-big_cake:policewoman-med_carrot:boy-small_carrot:policewoman-med_cookie:policewoman-small_cookie,policewoman with the bigger [inaudible],,target,11,5aa2f6da4eecca0001ddda3f,5,FALSE,target2,1,abs-both cmp,1,0,1,1,1
75,target-9,cmp:rel-abs:a,cmp,abs-rel,a,target-9-a-cmp,2,Fri Aug 24 13:40:01 2018,1:3:2:4:5,3,frog-big_glue:monkey-med_glue:monkey-small_glue:monkey-med_grapes:frog-small_grapes,monkey with the bigger [inaudible],,target,9,5aa2f6da4eecca0001ddda3f,5,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
75,target-12,cmp:rel-abs:b,cmp,abs-rel,b,target-12-b-cmp,4,Fri Aug 24 13:40:14 2018,4:3:1:5:2,5,cat-big_ladder:horse-med_ladder:horse-small_ladder:horse-med_lizard:cat-small_lizard,horse with the bigger [inaudible],,target,12,5aa2f6da4eecca0001ddda3f,4,FALSE,target1,0,abs-rel cmp,0,0,1,1,0
75,target-3,pos:rel-abs:a,pos,abs-rel,a,target-3-a-pos,2,Fri Aug 24 13:40:30 2018,5:2:1:4:3,2,bird-big_truck:cat-med_truck:cat-small_truck:cat-med_tree:bird-small_tree,cat in the big [inaudible],,target,3,5aa2f6da4eecca0001ddda3f,9,FALSE,target2,1,abs-rel pos,1,0,1,1,0
75,target-8,pos:abs-both:b,pos,abs-both,b,target-8-b-pos,4,Fri Aug 24 13:40:43 2018,5:3:4:2:1,2,rabbit-big_car:bird-med_can:rabbit-small_can:bird-med_cup:bird-small_cup,bird in the big [inaudible],,target,8,5aa2f6da4eecca0001ddda3f,3,FALSE,target2,1,abs-both pos,1,0,1,1,1
75,target-1,cmp:rel-both:b,cmp,both-rel,b,target-1-b-cmp,2,Fri Aug 24 13:40:58 2018,1:3:5:2:4,3,frog-big_box:rabbit-med_box:rabbit-small_box:rabbit-med_bag:rabbit-small_bag,rabbit in the bigger [inaudible],,target,1,5aa2f6da4eecca0001ddda3f,5,FALSE,target2,1,both-rel cmp,1,0,0,0,0
75,target-6,pos:rel-abs:b,pos,abs-rel,b,target-6-b-pos,2,Fri Aug 24 13:41:14 2018,1:2:5:3:4,2,man-big_dog:girl-med_dog:girl-small_dog:girl-med_duck:man-small_duck,girl with the big [inaudible],,target,6,5aa2f6da4eecca0001ddda3f,9,FALSE,target2,1,abs-rel pos,1,0,1,1,0
75,target-7,pos:rel-both:b,pos,both-rel,b,target-7-b-pos,2,Fri Aug 24 13:41:31 2018,2:5:3:1:4,5,girl-big_sock:man-med_sock:man-small_sock:man-med_scarf:man-small_scarf,man with the big [inaudible],,target,7,5aa2f6da4eecca0001ddda3f,10,FALSE,target2,1,both-rel pos,1,0,0,0,0
75,target-2,cmp:abs-both:b,cmp,abs-both,b,target-2-b-cmp,4,Fri Aug 24 13:41:46 2018,2:4:5:1:3,1,bird-big_boat:frog-med_bathtub:bird-small_bathtub:frog-med_bucket:frog-small_bucket,frog in the bigger [inaudible],,target,2,5aa2f6da4eecca0001ddda3f,6,FALSE,target2,1,abs-both cmp,1,0,1,1,1
75,target-5,pos:abs-both:a,pos,abs-both,a,target-5-a-pos,2,Fri Aug 24 13:42:01 2018,2:3:1:5:4,3,man-big_flower:lady-med_fan:man-small_fan:lady-med_fish:lady-small_fish,lady with the big [inaudible],,target,5,5aa2f6da4eecca0001ddda3f,8,FALSE,target1,0,abs-both pos,0,0,1,1,1
76,target-11,cmp:rel-abs:b,cmp,abs-rel,b,target-11-b-cmp,2,Fri Aug 24 13:38:50 2018,2:1:4:5:3,1,boy-big_carrot:policewoman-med_carrot:policewoman-small_carrot:policewoman-med_cookie:boy-small_cookie,policewoman with the bigger [inaudible],,target,11,5b18612168a5ed000173438b,4,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
76,target-9,cmp:rel-both:a,cmp,both-rel,a,target-9-a-cmp,2,Fri Aug 24 13:39:22 2018,1:2:5:3:4,2,frog-big_glue:monkey-med_glue:monkey-small_glue:monkey-med_grapes:monkey-small_grapes,monkey with the bigger [inaudible],,target,9,5b18612168a5ed000173438b,24,FALSE,target2,1,both-rel cmp,1,0,0,0,0
76,target-8,cmp:rel-abs:a,cmp,abs-rel,a,target-8-a-cmp,2,Fri Aug 24 13:39:42 2018,5:4:3:1:2,4,rabbit-big_can:bird-med_can:bird-small_can:bird-med_cup:rabbit-small_cup,bird in the bigger [inaudible],,target,8,5b18612168a5ed000173438b,9,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
76,target-10,cmp:abs-both:a,cmp,abs-both,a,target-10-a-cmp,4,Fri Aug 24 13:39:55 2018,2:4:1:5:3,5,lady-big_cherries:farmer-med_cheese:lady-small_cheese:farmer-med_chair:farmer-small_chair,farmer with the bigger [inaudible],,target,10,5b18612168a5ed000173438b,5,FALSE,target2,1,abs-both cmp,1,0,1,1,1
76,target-12,cmp:rel-both:b,cmp,both-rel,b,target-12-b-cmp,2,Fri Aug 24 13:40:11 2018,1:5:4:3:2,5,cat-big_ladder:horse-med_ladder:horse-small_ladder:horse-med_lizard:horse-small_lizard,horse with the bigger [inaudible],,target,12,5b18612168a5ed000173438b,7,FALSE,target2,1,both-rel cmp,1,0,0,0,0
76,target-7,pos:abs-both:b,pos,abs-both,b,target-7-b-pos,4,Fri Aug 24 13:40:22 2018,5:3:2:4:1,4,girl-big_sandwich:man-med_sock:girl-small_sock:man-med_scarf:man-small_scarf,man with the big [inaudible],,target,7,5b18612168a5ed000173438b,4,FALSE,target2,1,abs-both pos,1,0,1,1,1
76,target-5,pos:rel-abs:b,pos,abs-rel,b,target-5-b-pos,2,Fri Aug 24 13:40:34 2018,3:2:1:4:5,2,man-big_fan:lady-med_fan:lady-small_fan:lady-med_fish:man-small_fish,lady with the big [inaudible],,target,5,5b18612168a5ed000173438b,4,FALSE,target2,1,abs-rel pos,1,0,1,1,0
76,target-1,cmp:abs-both:b,cmp,abs-both,b,target-1-b-cmp,4,Fri Aug 24 13:40:48 2018,5:1:3:2:4,2,frog-big_basket:rabbit-med_box:frog-small_box:rabbit-med_bag:rabbit-small_bag,rabbit in the bigger [inaudible],,target,1,5b18612168a5ed000173438b,4,FALSE,target2,1,abs-both cmp,1,0,1,1,1
76,target-4,pos:abs-both:a,pos,abs-both,a,target-4-a-pos,4,Fri Aug 24 13:41:02 2018,3:4:2:1:5,1,girl-big_pen:boy-med_pillow:girl-small_pillow:boy-med_paintbrush:boy-small_paintbrush,boy with the big [inaudible],,target,4,5b18612168a5ed000173438b,4,FALSE,target2,1,abs-both pos,1,0,1,1,1
76,target-3,pos:rel-both:a,pos,both-rel,a,target-3-a-pos,4,Fri Aug 24 13:41:18 2018,4:2:5:3:1,3,bird-big_truck:cat-med_truck:cat-small_truck:cat-med_tree:cat-small_tree,cat in the big [inaudible],,target,3,5b18612168a5ed000173438b,4,FALSE,target1,0,both-rel pos,0,0,0,0,0
76,target-6,pos:rel-both:b,pos,both-rel,b,target-6-b-pos,4,Fri Aug 24 13:41:38 2018,4:3:5:2:1,2,man-big_dog:girl-med_dog:girl-small_dog:girl-med_duck:girl-small_duck,girl with the big [inaudible],,target,6,5b18612168a5ed000173438b,13,FALSE,target1,0,both-rel pos,0,0,0,0,0
76,target-2,pos:rel-abs:a,pos,abs-rel,a,target-2-a-pos,2,Fri Aug 24 13:41:49 2018,3:2:5:1:4,2,bird-big_bathtub:frog-med_bathtub:frog-small_bathtub:frog-med_bucket:bird-small_bucket,frog in the big [inaudible],,target,2,5b18612168a5ed000173438b,5,FALSE,target2,1,abs-rel pos,1,0,1,1,0
77,target-10,cmp:rel-abs:b,cmp,abs-rel,b,target-10-b-cmp,2,Fri Aug 24 13:39:41 2018,1:4:5:3:2,4,lady-big_cheese:farmer-med_cheese:farmer-small_cheese:farmer-med_chair:lady-small_chair,farmer with the bigger [inaudible],,target,10,5b50f375d42bee0001089b91,6,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
77,target-6,pos:abs-both:b,pos,abs-both,b,target-6-b-pos,4,Fri Aug 24 13:39:58 2018,4:3:1:2:5,2,man-big_doll:girl-med_dog:man-small_dog:girl-med_duck:girl-small_duck,girl with the big [inaudible],,target,6,5b50f375d42bee0001089b91,4,FALSE,target2,1,abs-both pos,1,0,1,1,1
77,target-8,cmp:rel-both:a,cmp,both-rel,a,target-8-a-cmp,4,Fri Aug 24 13:40:08 2018,2:3:4:1:5,1,rabbit-big_can:bird-med_can:bird-small_can:bird-med_cup:bird-small_cup,bird in the bigger [inaudible],,target,8,5b50f375d42bee0001089b91,5,FALSE,target1,0,both-rel cmp,0,0,0,0,0
77,target-7,cmp:rel-abs:a,cmp,abs-rel,a,target-7-a-cmp,2,Fri Aug 24 13:40:18 2018,5:4:2:1:3,4,girl-big_sock:man-med_sock:man-small_sock:man-med_scarf:girl-small_scarf,man with the bigger [inaudible],,target,7,5b50f375d42bee0001089b91,4,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
77,target-4,pos:rel-abs:b,pos,abs-rel,b,target-4-b-pos,2,Fri Aug 24 13:40:29 2018,5:1:2:4:3,1,girl-big_pillow:boy-med_pillow:boy-small_pillow:boy-med_paintbrush:girl-small_paintbrush,boy with the big [inaudible],,target,4,5b50f375d42bee0001089b91,4,FALSE,target2,1,abs-rel pos,1,0,1,1,0
77,target-2,pos:rel-both:a,pos,both-rel,a,target-2-a-pos,4,Fri Aug 24 13:40:46 2018,3:5:4:1:2,1,bird-big_bathtub:frog-med_bathtub:frog-small_bathtub:frog-med_bucket:frog-small_bucket,frog in the big [inaudible],,target,2,5b50f375d42bee0001089b91,4,FALSE,target1,0,both-rel pos,0,0,0,0,0
77,target-9,cmp:abs-both:a,cmp,abs-both,a,target-9-a-cmp,4,Fri Aug 24 13:40:56 2018,4:2:5:3:1,3,frog-big_glasses:monkey-med_glue:frog-small_glue:monkey-med_grapes:monkey-small_grapes,monkey with the bigger [inaudible],,target,9,5b50f375d42bee0001089b91,4,FALSE,target2,1,abs-both cmp,1,0,1,1,1
77,target-12,cmp:abs-both:b,cmp,abs-both,b,target-12-b-cmp,4,Fri Aug 24 13:41:06 2018,4:1:2:5:3,5,cat-big_lamp:horse-med_ladder:cat-small_ladder:horse-med_lizard:horse-small_lizard,horse with the bigger [inaudible],,target,12,5b50f375d42bee0001089b91,3,FALSE,target2,1,abs-both cmp,1,0,1,1,1
77,target-3,pos:abs-both:a,pos,abs-both,a,target-3-a-pos,2,Fri Aug 24 13:41:18 2018,3:5:1:2:4,5,bird-big_tower:cat-med_truck:bird-small_truck:cat-med_tree:cat-small_tree,cat in the big [inaudible],,target,3,5b50f375d42bee0001089b91,6,FALSE,target1,0,abs-both pos,0,0,1,1,1
77,target-5,pos:rel-both:b,pos,both-rel,b,target-5-b-pos,2,Fri Aug 24 13:41:40 2018,3:5:2:4:1,5,man-big_fan:lady-med_fan:lady-small_fan:lady-med_fish:lady-small_fish,lady with the big [inaudible],,target,5,5b50f375d42bee0001089b91,12,FALSE,target2,1,both-rel pos,1,0,0,0,0
77,target-11,cmp:rel-both:b,cmp,both-rel,b,target-11-b-cmp,2,Fri Aug 24 13:41:50 2018,1:4:2:5:3,4,boy-big_carrot:policewoman-med_carrot:policewoman-small_carrot:policewoman-med_cookie:policewoman-small_cookie,policewoman with the bigger [inaudible],,target,11,5b50f375d42bee0001089b91,3,FALSE,target2,1,both-rel cmp,1,0,0,0,0
77,target-1,pos:rel-abs:a,pos,abs-rel,a,target-1-a-pos,4,Fri Aug 24 13:42:07 2018,2:1:3:5:4,5,frog-big_box:rabbit-med_box:rabbit-small_box:rabbit-med_bag:frog-small_bag,rabbit in the big [inaudible],,target,1,5b50f375d42bee0001089b91,7,FALSE,target1,0,abs-rel pos,0,0,1,1,0
78,target-1,pos:rel-both:a,pos,both-rel,a,target-1-a-pos,4,Fri Aug 24 13:41:41 2018,1:4:5:2:3,2,frog-big_box:rabbit-med_box:rabbit-small_box:rabbit-med_bag:rabbit-small_bag,rabbit in the big [inaudible],,target,1,59a186775fd74b0001abf91e,10,FALSE,target1,0,both-rel pos,0,0,0,0,0
78,target-5,pos:abs-both:b,pos,abs-both,b,target-5-b-pos,2,Fri Aug 24 13:42:02 2018,4:2:5:1:3,2,man-big_flower:lady-med_fan:man-small_fan:lady-med_fish:lady-small_fish,lady with the big [inaudible],,target,5,59a186775fd74b0001abf91e,9,FALSE,target1,0,abs-both pos,0,0,1,1,1
78,target-10,cmp:rel-both:b,cmp,both-rel,b,target-10-b-cmp,4,Fri Aug 24 13:42:22 2018,3:4:1:5:2,5,lady-big_cheese:farmer-med_cheese:farmer-small_cheese:farmer-med_chair:farmer-small_chair,farmer with the bigger [inaudible],,target,10,59a186775fd74b0001abf91e,10,FALSE,target1,0,both-rel cmp,0,0,0,0,0
78,target-12,pos:rel-abs:a,pos,abs-rel,a,target-12-a-pos,4,Fri Aug 24 13:42:42 2018,1:5:3:2:4,2,cat-big_ladder:horse-med_ladder:horse-small_ladder:horse-med_lizard:cat-small_lizard,horse with the big [inaudible],,target,12,59a186775fd74b0001abf91e,10,FALSE,target1,0,abs-rel pos,0,0,1,1,0
78,target-2,pos:abs-both:a,pos,abs-both,a,target-2-a-pos,4,Fri Aug 24 13:42:59 2018,4:2:1:5:3,5,bird-big_boat:frog-med_bathtub:bird-small_bathtub:frog-med_bucket:frog-small_bucket,frog in the big [inaudible],,target,2,59a186775fd74b0001abf91e,7,FALSE,target2,1,abs-both pos,1,0,1,1,1
78,target-11,cmp:abs-both:b,cmp,abs-both,b,target-11-b-cmp,4,Fri Aug 24 13:43:16 2018,3:5:2:1:4,1,boy-big_cake:policewoman-med_carrot:boy-small_carrot:policewoman-med_cookie:policewoman-small_cookie,policewoman with the bigger [inaudible],,target,11,59a186775fd74b0001abf91e,7,FALSE,target2,1,abs-both cmp,1,0,1,1,1
78,target-6,cmp:rel-abs:a,cmp,abs-rel,a,target-6-a-cmp,2,Fri Aug 24 13:43:32 2018,4:1:5:3:2,1,man-big_dog:girl-med_dog:girl-small_dog:girl-med_duck:man-small_duck,girl with the bigger [inaudible],,target,6,59a186775fd74b0001abf91e,6,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
78,target-4,pos:rel-both:b,pos,both-rel,b,target-4-b-pos,4,Fri Aug 24 13:43:56 2018,2:5:4:1:3,1,girl-big_pillow:boy-med_pillow:boy-small_pillow:boy-med_paintbrush:boy-small_paintbrush,boy with the big [inaudible],,target,4,59a186775fd74b0001abf91e,12,FALSE,target1,0,both-rel pos,0,0,0,0,0
78,target-3,pos:rel-abs:b,pos,abs-rel,b,target-3-b-pos,4,Fri Aug 24 13:44:11 2018,2:1:5:4:3,4,bird-big_truck:cat-med_truck:cat-small_truck:cat-med_tree:bird-small_tree,cat in the big [inaudible],,target,3,59a186775fd74b0001abf91e,6,FALSE,target1,0,abs-rel pos,0,0,1,1,0
78,target-7,cmp:rel-both:a,cmp,both-rel,a,target-7-a-cmp,4,Fri Aug 24 13:44:26 2018,4:3:2:1:5,1,girl-big_sock:man-med_sock:man-small_sock:man-med_scarf:man-small_scarf,man with the bigger [inaudible],,target,7,59a186775fd74b0001abf91e,7,FALSE,target1,0,both-rel cmp,0,0,0,0,0
78,target-8,cmp:abs-both:a,cmp,abs-both,a,target-8-a-cmp,4,Fri Aug 24 13:44:44 2018,3:2:4:5:1,5,rabbit-big_car:bird-med_can:rabbit-small_can:bird-med_cup:bird-small_cup,bird in the bigger [inaudible],,target,8,59a186775fd74b0001abf91e,8,FALSE,target2,1,abs-both cmp,1,0,1,1,1
78,target-9,cmp:rel-abs:b,cmp,abs-rel,b,target-9-b-cmp,2,Fri Aug 24 13:45:01 2018,5:1:3:4:2,1,frog-big_glue:monkey-med_glue:monkey-small_glue:monkey-med_grapes:frog-small_grapes,monkey with the bigger [inaudible],,target,9,59a186775fd74b0001abf91e,7,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
79,target-6,cmp:rel-both:a,cmp,both-rel,a,target-6-a-cmp,4,Fri Aug 24 13:40:59 2018,3:2:1:4:5,4,man-big_dog:girl-med_dog:girl-small_dog:girl-med_duck:girl-small_duck,girl with the bigger [inaudible],,target,6,596e7593b174180001756f23,11,FALSE,target1,0,both-rel cmp,0,0,0,0,0
79,target-9,cmp:rel-both:b,cmp,both-rel,b,target-9-b-cmp,4,Fri Aug 24 13:41:13 2018,3:5:1:4:2,4,frog-big_glue:monkey-med_glue:monkey-small_glue:monkey-med_grapes:monkey-small_grapes,monkey with the bigger [inaudible],,target,9,596e7593b174180001756f23,6,FALSE,target1,0,both-rel cmp,0,0,0,0,0
79,target-8,cmp:rel-abs:b,cmp,abs-rel,b,target-8-b-cmp,2,Fri Aug 24 13:41:29 2018,1:4:2:3:5,4,rabbit-big_can:bird-med_can:bird-small_can:bird-med_cup:rabbit-small_cup,bird in the bigger [inaudible],,target,8,596e7593b174180001756f23,8,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
79,target-5,cmp:rel-abs:a,cmp,abs-rel,a,target-5-a-cmp,2,Fri Aug 24 13:41:41 2018,2:3:1:4:5,3,man-big_fan:lady-med_fan:lady-small_fan:lady-med_fish:man-small_fish,lady with the bigger [inaudible],,target,5,596e7593b174180001756f23,3,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
79,target-4,pos:abs-both:b,pos,abs-both,b,target-4-b-pos,4,Fri Aug 24 13:41:54 2018,1:5:2:3:4,3,girl-big_pen:boy-med_pillow:girl-small_pillow:boy-med_paintbrush:boy-small_paintbrush,boy with the big [inaudible],,target,4,596e7593b174180001756f23,5,FALSE,target2,1,abs-both pos,1,0,1,1,1
79,target-2,pos:rel-abs:b,pos,abs-rel,b,target-2-b-pos,2,Fri Aug 24 13:42:09 2018,2:3:1:4:5,3,bird-big_bathtub:frog-med_bathtub:frog-small_bathtub:frog-med_bucket:bird-small_bucket,frog in the big [inaudible],,target,2,596e7593b174180001756f23,4,FALSE,target2,1,abs-rel pos,1,0,1,1,0
79,target-3,pos:rel-both:b,pos,both-rel,b,target-3-b-pos,4,Fri Aug 24 13:42:22 2018,3:4:2:1:5,1,bird-big_truck:cat-med_truck:cat-small_truck:cat-med_tree:cat-small_tree,cat in the big [inaudible],,target,3,596e7593b174180001756f23,6,FALSE,target1,0,both-rel pos,0,0,0,0,0
79,target-10,cmp:abs-both:b,cmp,abs-both,b,target-10-b-cmp,4,Fri Aug 24 13:42:36 2018,2:5:4:3:1,3,lady-big_cherries:farmer-med_cheese:lady-small_cheese:farmer-med_chair:farmer-small_chair,farmer with the bigger [inaudible],,target,10,596e7593b174180001756f23,6,FALSE,target2,1,abs-both cmp,1,0,1,1,1
79,target-11,pos:rel-abs:a,pos,abs-rel,a,target-11-a-pos,2,Fri Aug 24 13:42:48 2018,2:1:5:3:4,1,boy-big_carrot:policewoman-med_carrot:policewoman-small_carrot:policewoman-med_cookie:boy-small_cookie,policewoman with the big [inaudible],,target,11,596e7593b174180001756f23,5,FALSE,target2,1,abs-rel pos,1,0,1,1,0
79,target-7,cmp:abs-both:a,cmp,abs-both,a,target-7-a-cmp,4,Fri Aug 24 13:43:05 2018,3:5:4:2:1,2,girl-big_sandwich:man-med_sock:girl-small_sock:man-med_scarf:man-small_scarf,man with the bigger [inaudible],,target,7,596e7593b174180001756f23,5,FALSE,target2,1,abs-both cmp,1,0,1,1,1
79,target-1,pos:abs-both:a,pos,abs-both,a,target-1-a-pos,4,Fri Aug 24 13:43:16 2018,5:4:1:2:3,2,frog-big_basket:rabbit-med_box:frog-small_box:rabbit-med_bag:rabbit-small_bag,rabbit in the big [inaudible],,target,1,596e7593b174180001756f23,4,FALSE,target2,1,abs-both pos,1,0,1,1,1
79,target-12,pos:rel-both:a,pos,both-rel,a,target-12-a-pos,4,Fri Aug 24 13:43:32 2018,5:1:4:2:3,2,cat-big_ladder:horse-med_ladder:horse-small_ladder:horse-med_lizard:horse-small_lizard,horse with the big [inaudible],,target,12,596e7593b174180001756f23,5,FALSE,target1,0,both-rel pos,0,0,0,0,0
80,target-11,pos:rel-both:a,pos,both-rel,a,target-11-a-pos,4,Fri Aug 24 13:43:04 2018,4:5:1:2:3,2,boy-big_carrot:policewoman-med_carrot:policewoman-small_carrot:policewoman-med_cookie:policewoman-small_cookie,policewoman with the big [inaudible],,target,11,5994872bcf1d1700016efa3e,10,FALSE,target1,0,both-rel pos,0,0,0,0,0
80,target-7,cmp:rel-abs:b,cmp,abs-rel,b,target-7-b-cmp,2,Fri Aug 24 13:43:27 2018,3:5:2:1:4,5,girl-big_sock:man-med_sock:man-small_sock:man-med_scarf:girl-small_scarf,man with the bigger [inaudible],,target,7,5994872bcf1d1700016efa3e,6,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
80,target-2,pos:rel-both:b,pos,both-rel,b,target-2-b-pos,4,Fri Aug 24 13:43:53 2018,4:5:2:3:1,3,bird-big_bathtub:frog-med_bathtub:frog-small_bathtub:frog-med_bucket:frog-small_bucket,frog in the big [inaudible],,target,2,5994872bcf1d1700016efa3e,10,FALSE,target1,0,both-rel pos,0,0,0,0,0
80,target-5,cmp:rel-both:a,cmp,both-rel,a,target-5-a-cmp,2,Fri Aug 24 13:44:11 2018,1:4:5:2:3,4,man-big_fan:lady-med_fan:lady-small_fan:lady-med_fish:lady-small_fish,lady with the bigger [inaudible],,target,5,5994872bcf1d1700016efa3e,7,FALSE,target2,1,both-rel cmp,1,0,0,0,0
80,target-3,pos:abs-both:b,pos,abs-both,b,target-3-b-pos,4,Fri Aug 24 13:44:25 2018,2:3:4:5:1,5,bird-big_tower:cat-med_truck:bird-small_truck:cat-med_tree:cat-small_tree,cat in the big [inaudible],,target,3,5994872bcf1d1700016efa3e,5,FALSE,target2,1,abs-both pos,1,0,1,1,1
80,target-10,pos:rel-abs:a,pos,abs-rel,a,target-10-a-pos,2,Fri Aug 24 13:44:41 2018,3:5:1:2:4,5,lady-big_cheese:farmer-med_cheese:farmer-small_cheese:farmer-med_chair:lady-small_chair,farmer with the big [inaudible],,target,10,5994872bcf1d1700016efa3e,8,FALSE,target2,1,abs-rel pos,1,0,1,1,0
80,target-9,cmp:abs-both:b,cmp,abs-both,b,target-9-b-cmp,4,Fri Aug 24 13:45:02 2018,3:5:2:1:4,1,frog-big_glasses:monkey-med_glue:frog-small_glue:monkey-med_grapes:monkey-small_grapes,monkey with the bigger [inaudible],,target,9,5994872bcf1d1700016efa3e,5,FALSE,target2,1,abs-both cmp,1,0,1,1,1
80,target-8,cmp:rel-both:b,cmp,both-rel,b,target-8-b-cmp,4,Fri Aug 24 13:45:21 2018,2:4:1:5:3,5,rabbit-big_can:bird-med_can:bird-small_can:bird-med_cup:bird-small_cup,bird in the bigger [inaudible],,target,8,5994872bcf1d1700016efa3e,10,FALSE,target1,0,both-rel cmp,0,0,0,0,0
80,target-6,cmp:abs-both:a,cmp,abs-both,a,target-6-a-cmp,4,Fri Aug 24 13:45:35 2018,1:2:4:5:3,5,man-big_doll:girl-med_dog:man-small_dog:girl-med_duck:girl-small_duck,girl with the bigger [inaudible],,target,6,5994872bcf1d1700016efa3e,5,FALSE,target2,1,abs-both cmp,1,0,1,1,1
80,target-1,pos:rel-abs:b,pos,abs-rel,b,target-1-b-pos,4,Fri Aug 24 13:45:51 2018,5:4:1:3:2,3,frog-big_box:rabbit-med_box:rabbit-small_box:rabbit-med_bag:frog-small_bag,rabbit in the big [inaudible],,target,1,5994872bcf1d1700016efa3e,7,FALSE,target1,0,abs-rel pos,0,0,1,1,0
80,target-4,cmp:rel-abs:a,cmp,abs-rel,a,target-4-a-cmp,2,Fri Aug 24 13:46:05 2018,3:2:4:5:1,2,girl-big_pillow:boy-med_pillow:boy-small_pillow:boy-med_paintbrush:girl-small_paintbrush,boy with the bigger [inaudible],,target,4,5994872bcf1d1700016efa3e,6,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
80,target-12,pos:abs-both:a,pos,abs-both,a,target-12-a-pos,4,Fri Aug 24 13:46:18 2018,5:1:4:3:2,3,cat-big_lamp:horse-med_ladder:cat-small_ladder:horse-med_lizard:horse-small_lizard,horse with the big [inaudible],,target,12,5994872bcf1d1700016efa3e,5,FALSE,target2,1,abs-both pos,1,0,1,1,1
81,target-1,pos:rel-both:b,pos,both-rel,b,target-1-b-pos,4,Fri Aug 24 13:44:45 2018,4:2:1:5:3,5,frog-big_box:rabbit-med_box:rabbit-small_box:rabbit-med_bag:rabbit-small_bag,rabbit in the big [inaudible],,target,1,599c58cfd0bcd10001dd94f3,10,FALSE,target1,0,both-rel pos,0,0,0,0,0
