usernum,stim,cond,adjtype,displaytype,version,audiofile,response,timestamp,order,selectedpos,images,phrase,native,type,stimnum,mturkid,time,cheater,selection,target,condcollapsed,target1,target1hasrel,target1hasabs,target2hasrel,target2hasabs
31,target-6,cmp:rel-both:a,cmp,both-rel,a,target-6-a-cmp,4,Mon Jul 30 09:59:44 2018,4:2:5:1:3,1,man-big_dog:girl-med_dog:girl-small_dog:girl-med_duck:girl-small_duck,girl with the bigger [inaudible],no,target,6,A2VRD,4,FALSE,target1,0,both-rel cmp,0,0,0,0,0
31,target-8,cmp:rel-abs:b,cmp,abs-rel,b,target-8-b-cmp,2,Mon Jul 30 09:59:57 2018,1:5:3:2:4,5,rabbit-big_cup:bird-med_cup:bird-small_cup:bird-med_can:rabbit-small_can,bird in the bigger [inaudible],no,target,8,A2VRD,5,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
31,target-11,pos:rel-abs:a,pos,abs-rel,a,target-11-a-pos,2,Mon Jul 30 10:00:17 2018,4:5:2:3:1,5,boy-big_carrot:policewoman-med_carrot:policewoman-small_carrot:policewoman-med_cookie:boy-small_cookie,policewoman with the big [inaudible],no,target,11,A2VRD,4,FALSE,target2,1,abs-rel pos,1,0,1,1,0
31,target-2,pos:rel-abs:b,pos,abs-rel,b,target-2-b-pos,2,Mon Jul 30 10:00:29 2018,4:2:5:3:1,2,bird-big_bucket:frog-med_bucket:frog-small_bucket:frog-med_bathtub:bird-small_bathtub,frog in the big [inaudible],no,target,2,A2VRD,4,FALSE,target2,1,abs-rel pos,1,0,1,1,0
31,target-5,cmp:rel-abs:a,cmp,abs-rel,a,target-5-a-cmp,2,Mon Jul 30 10:00:43 2018,5:4:2:1:3,4,man-big_fan:lady-med_fan:lady-small_fan:lady-med_fish:man-small_fish,lady with the bigger [inaudible],no,target,5,A2VRD,6,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
31,target-4,pos:abs-both:b,pos,abs-both,b,target-4-b-pos,4,Mon Jul 30 10:00:59 2018,5:2:3:1:4,1,girl-big_pen:boy-med_paintbrush:girl-small_paintbrush:boy-med_pillow:boy-small_pillow,boy with the big [inaudible],no,target,4,A2VRD,6,FALSE,target2,1,abs-both pos,1,0,1,1,1
31,target-12,pos:rel-both:a,pos,both-rel,a,target-12-a-pos,4,Mon Jul 30 10:01:13 2018,4:5:3:1:2,1,cat-big_ladder:horse-med_ladder:horse-small_ladder:horse-med_lizard:horse-small_lizard,horse with the big [inaudible],no,target,12,A2VRD,5,FALSE,target1,0,both-rel pos,0,0,0,0,0
31,target-7,cmp:abs-both:a,cmp,abs-both,a,target-7-a-cmp,4,Mon Jul 30 10:01:24 2018,5:2:4:1:3,1,girl-big_sandwich:man-med_sock:girl-small_sock:man-med_scarf:man-small_scarf,man with the bigger [inaudible],no,target,7,A2VRD,4,FALSE,target2,1,abs-both cmp,1,0,1,1,1
32,target-6,cmp:abs-both:a,cmp,abs-both,a,target-6-a-cmp,4,Mon Jul 30 10:02:39 2018,1:5:2:4:3,4,man-big_doll:girl-med_dog:man-small_dog:girl-med_duck:girl-small_duck,girl with the bigger [inaudible],yes,target,6,AK5AF,87,FALSE,target2,1,abs-both cmp,1,0,1,1,1
32,target-12,pos:abs-both:a,pos,abs-both,a,target-12-a-pos,4,Mon Jul 30 10:03:14 2018,5:3:2:4:1,4,cat-big_lamp:horse-med_ladder:cat-small_ladder:horse-med_lizard:horse-small_lizard,horse with the big [inaudible],yes,target,12,AK5AF,13,FALSE,target2,1,abs-both pos,1,0,1,1,1
32,target-11,pos:rel-both:a,pos,both-rel,a,target-11-a-pos,2,Mon Jul 30 10:03:38 2018,1:3:4:5:2,3,boy-big_carrot:policewoman-med_carrot:policewoman-small_carrot:policewoman-med_cookie:policewoman-small_cookie,policewoman with the big [inaudible],yes,target,11,AK5AF,10,FALSE,target2,1,both-rel pos,1,0,0,0,0
32,target-7,cmp:rel-abs:b,cmp,abs-rel,b,target-7-b-cmp,2,Mon Jul 30 10:04:10 2018,4:1:2:5:3,1,girl-big_scarf:man-med_scarf:man-small_scarf:man-med_sock:girl-small_sock,man with the bigger [inaudible],yes,target,7,AK5AF,12,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
32,target-2,pos:rel-both:b,pos,both-rel,b,target-2-b-pos,2,Mon Jul 30 10:05:00 2018,5:1:2:4:3,1,bird-big_bucket:frog-med_bucket:frog-small_bucket:frog-med_bathtub:frog-small_bathtub,frog in the big [inaudible],yes,target,2,AK5AF,26,FALSE,target2,1,both-rel pos,1,0,0,0,0
32,target-4,cmp:rel-abs:a,cmp,abs-rel,a,target-4-a-cmp,2,Mon Jul 30 10:05:33 2018,5:3:4:2:1,3,girl-big_pillow:boy-med_pillow:boy-small_pillow:boy-med_paintbrush:girl-small_paintbrush,boy with the bigger [inaudible],yes,target,4,AK5AF,6,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
32,target-8,cmp:rel-both:b,cmp,both-rel,b,target-8-b-cmp,2,Mon Jul 30 10:06:35 2018,5:1:2:3:4,1,rabbit-big_cup:bird-med_cup:bird-small_cup:bird-med_can:bird-small_can,bird in the bigger [inaudible],yes,target,8,AK5AF,27,FALSE,target2,1,both-rel cmp,1,0,0,0,0
32,target-10,pos:rel-abs:a,pos,abs-rel,a,target-10-a-pos,2,Mon Jul 30 10:07:09 2018,1:5:2:3:4,5,lady-big_cheese:farmer-med_cheese:farmer-small_cheese:farmer-med_chair:lady-small_chair,farmer with the big [inaudible],yes,target,10,AK5AF,12,FALSE,target2,1,abs-rel pos,1,0,1,1,0
32,target-3,pos:abs-both:b,pos,abs-both,b,target-3-b-pos,4,Mon Jul 30 10:08:07 2018,1:3:2:5:4,5,bird-big_tower:cat-med_tree:bird-small_tree:cat-med_truck:cat-small_truck,cat in the big [inaudible],yes,target,3,AK5AF,37,FALSE,target2,1,abs-both pos,1,0,1,1,1
32,target-5,cmp:rel-both:a,cmp,both-rel,a,target-5-a-cmp,4,Mon Jul 30 10:08:44 2018,3:1:2:4:5,4,man-big_fan:lady-med_fan:lady-small_fan:lady-med_fish:lady-small_fish,lady with the bigger [inaudible],yes,target,5,AK5AF,16,FALSE,target1,0,both-rel cmp,0,0,0,0,0
32,target-1,pos:rel-abs:b,pos,abs-rel,b,target-1-b-pos,2,Mon Jul 30 10:09:33 2018,1:4:2:5:3,4,frog-big_bag:rabbit-med_bag:rabbit-small_bag:rabbit-med_box:frog-small_box,rabbit in the big [inaudible],yes,target,1,AK5AF,8,FALSE,target2,1,abs-rel pos,1,0,1,1,0
32,target-9,cmp:abs-both:b,cmp,abs-both,b,target-9-b-cmp,4,Mon Jul 30 10:09:56 2018,4:3:5:2:1,2,frog-big_glasses:monkey-med_grapes:frog-small_grapes:monkey-med_glue:monkey-small_glue,monkey with the bigger [inaudible],yes,target,9,AK5AF,5,FALSE,target2,1,abs-both cmp,1,0,1,1,1
33,target-11,pos:abs-both:a,pos,abs-both,a,target-11-a-pos,4,Mon Jul 30 10:00:02 2018,2:3:5:4:1,4,boy-big_cake:policewoman-med_carrot:boy-small_carrot:policewoman-med_cookie:policewoman-small_cookie,policewoman with the big [inaudible],yes,target,11,AW45S,12,FALSE,target2,1,abs-both pos,1,0,1,1,1
33,target-3,cmp:rel-abs:a,cmp,abs-rel,a,target-3-a-cmp,2,Mon Jul 30 10:00:20 2018,1:2:3:5:4,2,bird-big_truck:cat-med_truck:cat-small_truck:cat-med_tree:bird-small_tree,cat in the bigger [inaudible],yes,target,3,AW45S,6,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
33,target-6,cmp:rel-abs:b,cmp,abs-rel,b,target-6-b-cmp,2,Mon Jul 30 10:00:35 2018,4:1:2:3:5,1,man-big_duck:girl-med_duck:girl-small_duck:girl-med_dog:man-small_dog,girl with the bigger [inaudible],yes,target,6,AW45S,5,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
33,target-9,pos:rel-abs:a,pos,abs-rel,a,target-9-a-pos,1,Mon Jul 30 10:00:49 2018,4:5:1:2:3,4,frog-big_glue:monkey-med_glue:monkey-small_glue:monkey-med_grapes:frog-small_grapes,monkey with the big [inaudible],yes,target,9,AW45S,4,FALSE,distractor,0,abs-rel pos,0,0,1,1,0
33,target-2,pos:abs-both:b,pos,abs-both,b,target-2-b-pos,4,Mon Jul 30 10:01:00 2018,2:3:5:1:4,1,bird-big_boat:frog-med_bucket:bird-small_bucket:frog-med_bathtub:frog-small_bathtub,frog in the big [inaudible],yes,target,2,AW45S,4,FALSE,target2,1,abs-both pos,1,0,1,1,1
33,target-12,pos:rel-abs:b,pos,abs-rel,b,target-12-b-pos,2,Mon Jul 30 10:01:18 2018,5:4:1:2:3,4,cat-big_lizard:horse-med_lizard:horse-small_lizard:horse-med_ladder:cat-small_ladder,horse with the big [inaudible],yes,target,12,AW45S,11,FALSE,target2,1,abs-rel pos,1,0,1,1,0
33,target-8,cmp:abs-both:b,cmp,abs-both,b,target-8-b-cmp,4,Mon Jul 30 10:01:38 2018,4:5:2:1:3,1,rabbit-big_car:bird-med_cup:rabbit-small_cup:bird-med_can:bird-small_can,bird in the bigger [inaudible],yes,target,8,AW45S,8,FALSE,target2,1,abs-both cmp,1,0,1,1,1
33,target-4,cmp:rel-both:a,cmp,both-rel,a,target-4-a-cmp,4,Mon Jul 30 10:02:02 2018,3:4:2:5:1,5,girl-big_pillow:boy-med_pillow:boy-small_pillow:boy-med_paintbrush:boy-small_paintbrush,boy with the bigger [inaudible],yes,target,4,AW45S,9,FALSE,target1,0,both-rel cmp,0,0,0,0,0
33,target-5,cmp:abs-both:a,cmp,abs-both,a,target-5-a-cmp,2,Mon Jul 30 10:02:35 2018,5:4:3:2:1,4,man-big_flower:lady-med_fan:man-small_fan:lady-med_fish:lady-small_fish,lady with the bigger [inaudible],yes,target,5,AW45S,18,FALSE,target1,0,abs-both cmp,0,0,1,1,1
33,target-7,cmp:rel-both:b,cmp,both-rel,b,target-7-b-cmp,4,Mon Jul 30 10:03:02 2018,1:3:4:5:2,5,girl-big_scarf:man-med_scarf:man-small_scarf:man-med_sock:man-small_sock,man with the bigger [inaudible],yes,target,7,AW45S,12,FALSE,target1,0,both-rel cmp,0,0,0,0,0
33,target-1,pos:rel-both:b,pos,both-rel,b,target-1-b-pos,2,Mon Jul 30 10:03:21 2018,4:2:5:3:1,2,frog-big_bag:rabbit-med_bag:rabbit-small_bag:rabbit-med_box:rabbit-small_box,rabbit in the big [inaudible],yes,target,1,AW45S,8,FALSE,target2,1,both-rel pos,1,0,0,0,0
33,target-10,pos:rel-both:a,pos,both-rel,a,target-10-a-pos,2,Mon Jul 30 10:03:43 2018,5:4:1:3:2,4,lady-big_cheese:farmer-med_cheese:farmer-small_cheese:farmer-med_chair:farmer-small_chair,farmer with the big [inaudible],yes,target,10,AW45S,13,FALSE,target2,1,both-rel pos,1,0,0,0,0
36,target-12,cmp:rel-abs:a,cmp,abs-rel,a,target-12-a-cmp,2,Mon Jul 30 10:18:03 2018,2:1:3:5:4,1,cat-big_ladder:horse-med_ladder:horse-small_ladder:horse-med_lizard:cat-small_lizard,horse with the bigger [inaudible],yes,target,12,AK5AF,15,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
36,target-9,pos:rel-abs:b,pos,abs-rel,b,target-9-b-pos,2,Mon Jul 30 10:18:27 2018,2:4:1:3:5,4,frog-big_grapes:monkey-med_grapes:monkey-small_grapes:monkey-med_glue:frog-small_glue,monkey with the big [inaudible],yes,target,9,AK5AF,14,FALSE,target2,1,abs-rel pos,1,0,1,1,0
36,target-8,pos:abs-both:a,pos,abs-both,a,target-8-a-pos,4,Mon Jul 30 10:18:50 2018,5:2:1:4:3,4,rabbit-big_car:bird-med_can:rabbit-small_can:bird-med_cup:bird-small_cup,bird in the big [inaudible],yes,target,8,AK5AF,13,FALSE,target2,1,abs-both pos,1,0,1,1,1
36,target-4,cmp:rel-both:b,cmp,both-rel,b,target-4-b-cmp,4,Mon Jul 30 10:19:40 2018,1:4:3:2:5,2,girl-big_paintbrush:boy-med_paintbrush:boy-small_paintbrush:boy-med_pillow:boy-small_pillow,boy with the bigger [inaudible],yes,target,4,AK5AF,28,FALSE,target1,0,both-rel cmp,0,0,0,0,0
36,target-2,cmp:abs-both:a,cmp,abs-both,a,target-2-a-cmp,4,Mon Jul 30 10:19:58 2018,1:5:3:4:2,4,bird-big_boat:frog-med_bathtub:bird-small_bathtub:frog-med_bucket:frog-small_bucket,frog in the bigger [inaudible],yes,target,2,AK5AF,9,FALSE,target2,1,abs-both cmp,1,0,1,1,1
36,target-7,pos:rel-both:a,pos,both-rel,a,target-7-a-pos,4,Mon Jul 30 10:20:29 2018,1:3:4:5:2,5,girl-big_sock:man-med_sock:man-small_sock:man-med_scarf:man-small_scarf,man with the big [inaudible],yes,target,7,AK5AF,13,FALSE,target1,0,both-rel pos,0,0,0,0,0
36,target-6,pos:rel-abs:a,pos,abs-rel,a,target-6-a-pos,2,Mon Jul 30 10:20:52 2018,3:1:5:2:4,1,man-big_dog:girl-med_dog:girl-small_dog:girl-med_duck:man-small_duck,girl with the big [inaudible],yes,target,6,AK5AF,9,FALSE,target2,1,abs-rel pos,1,0,1,1,0
36,target-11,pos:abs-both:b,pos,abs-both,b,target-11-b-pos,4,Mon Jul 30 10:21:35 2018,1:5:4:3:2,3,boy-big_cake:policewoman-med_cookie:boy-small_cookie:policewoman-med_carrot:policewoman-small_carrot,policewoman with the big [inaudible],yes,target,11,AK5AF,6,FALSE,target2,1,abs-both pos,1,0,1,1,1
36,target-3,cmp:rel-abs:b,cmp,abs-rel,b,target-3-b-cmp,2,Mon Jul 30 10:21:54 2018,5:2:4:3:1,2,bird-big_tree:cat-med_tree:cat-small_tree:cat-med_truck:bird-small_truck,cat in the bigger [inaudible],yes,target,3,AK5AF,7,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
36,target-1,cmp:rel-both:a,cmp,both-rel,a,target-1-a-cmp,4,Mon Jul 30 10:22:21 2018,3:2:5:4:1,4,frog-big_box:rabbit-med_box:rabbit-small_box:rabbit-med_bag:rabbit-small_bag,rabbit in the bigger [inaudible],yes,target,1,AK5AF,7,FALSE,target1,0,both-rel cmp,0,0,0,0,0
36,target-10,pos:rel-both:b,pos,both-rel,b,target-10-b-pos,4,Mon Jul 30 10:23:00 2018,4:1:2:5:3,5,lady-big_chair:farmer-med_chair:farmer-small_chair:farmer-med_cheese:farmer-small_cheese,farmer with the big [inaudible],yes,target,10,AK5AF,25,FALSE,target1,0,both-rel pos,0,0,0,0,0
36,target-5,cmp:abs-both:b,cmp,abs-both,b,target-5-b-cmp,4,Mon Jul 30 10:23:36 2018,2:5:3:4:1,4,man-big_flower:lady-med_fish:man-small_fish:lady-med_fan:lady-small_fan,lady with the bigger [inaudible],yes,target,5,AK5AF,7,FALSE,target2,1,abs-both cmp,1,0,1,1,1
37,target-4,cmp:abs-both:b,cmp,abs-both,b,target-4-b-cmp,4,Mon Jul 30 10:17:43 2018,2:3:4:1:5,1,girl-big_pen:boy-med_paintbrush:girl-small_paintbrush:boy-med_pillow:boy-small_pillow,boy with the bigger [inaudible],yes,target,4,A2T00,10,FALSE,target2,1,abs-both cmp,1,0,1,1,1
37,target-6,pos:rel-both:a,pos,both-rel,a,target-6-a-pos,4,Mon Jul 30 10:18:01 2018,5:4:2:3:1,3,man-big_dog:girl-med_dog:girl-small_dog:girl-med_duck:girl-small_duck,girl with the big [inaudible],yes,target,6,A2T00,4,FALSE,target1,0,both-rel pos,0,0,0,0,0
37,target-8,pos:rel-abs:b,pos,abs-rel,b,target-8-b-pos,2,Mon Jul 30 10:18:13 2018,4:5:3:1:2,5,rabbit-big_cup:bird-med_cup:bird-small_cup:bird-med_can:rabbit-small_can,bird in the big [inaudible],yes,target,8,A2T00,4,FALSE,target2,1,abs-rel pos,1,0,1,1,0
37,target-11,cmp:rel-abs:a,cmp,abs-rel,a,target-11-a-cmp,2,Mon Jul 30 10:18:23 2018,5:2:4:1:3,2,boy-big_carrot:policewoman-med_carrot:policewoman-small_carrot:policewoman-med_cookie:boy-small_cookie,policewoman with the bigger [inaudible],yes,target,11,A2T00,4,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
37,target-12,cmp:rel-both:a,cmp,both-rel,a,target-12-a-cmp,4,Mon Jul 30 10:18:36 2018,5:4:3:2:1,2,cat-big_ladder:horse-med_ladder:horse-small_ladder:horse-med_lizard:horse-small_lizard,horse with the bigger [inaudible],yes,target,12,A2T00,6,FALSE,target1,0,both-rel cmp,0,0,0,0,0
37,target-3,cmp:rel-both:b,cmp,both-rel,b,target-3-b-cmp,5,Mon Jul 30 10:18:48 2018,3:4:5:1:2,2,bird-big_tree:cat-med_tree:cat-small_tree:cat-med_truck:cat-small_truck,cat in the bigger [inaudible],yes,target,3,A2T00,6,FALSE,distractor,0,both-rel cmp,0,0,0,0,0
37,target-10,pos:abs-both:b,pos,abs-both,b,target-10-b-pos,4,Mon Jul 30 10:19:03 2018,5:1:3:2:4,2,lady-big_cherries:farmer-med_chair:lady-small_chair:farmer-med_cheese:farmer-small_cheese,farmer with the big [inaudible],yes,target,10,A2T00,6,FALSE,target2,1,abs-both pos,1,0,1,1,1
37,target-9,pos:rel-both:b,pos,both-rel,b,target-9-b-pos,2,Mon Jul 30 10:19:20 2018,4:1:2:3:5,1,frog-big_grapes:monkey-med_grapes:monkey-small_grapes:monkey-med_glue:monkey-small_glue,monkey with the big [inaudible],yes,target,9,A2T00,5,FALSE,target2,1,both-rel pos,1,0,0,0,0
37,target-5,pos:rel-abs:a,pos,abs-rel,a,target-5-a-pos,2,Mon Jul 30 10:19:30 2018,1:4:2:5:3,4,man-big_fan:lady-med_fan:lady-small_fan:lady-med_fish:man-small_fish,lady with the big [inaudible],yes,target,5,A2T00,5,FALSE,target2,1,abs-rel pos,1,0,1,1,0
37,target-1,cmp:abs-both:a,cmp,abs-both,a,target-1-a-cmp,4,Mon Jul 30 10:19:42 2018,1:2:4:3:5,3,frog-big_basket:rabbit-med_box:frog-small_box:rabbit-med_bag:rabbit-small_bag,rabbit in the bigger [inaudible],yes,target,1,A2T00,5,FALSE,target2,1,abs-both cmp,1,0,1,1,1
37,target-2,cmp:rel-abs:b,cmp,abs-rel,b,target-2-b-cmp,2,Mon Jul 30 10:19:52 2018,1:5:3:2:4,5,bird-big_bucket:frog-med_bucket:frog-small_bucket:frog-med_bathtub:bird-small_bathtub,frog in the bigger [inaudible],yes,target,2,A2T00,4,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
37,target-7,pos:abs-both:a,pos,abs-both,a,target-7-a-pos,2,Mon Jul 30 10:20:23 2018,1:2:4:3:5,2,girl-big_sandwich:man-med_sock:girl-small_sock:man-med_scarf:man-small_scarf,man with the big [inaudible],yes,target,7,A2T00,7,FALSE,target1,0,abs-both pos,0,0,1,1,1
39,target-1,cmp:rel-both:b,cmp,both-rel,b,target-1-b-cmp,4,Mon Jul 30 10:17:42 2018,4:1:5:2:3,2,frog-big_bag:rabbit-med_bag:rabbit-small_bag:rabbit-med_box:rabbit-small_box,rabbit in the bigger [inaudible],yes,target,1,A2GG7,3,FALSE,target1,0,both-rel cmp,0,0,0,0,0
39,target-8,pos:abs-both:b,pos,abs-both,b,target-8-b-pos,2,Mon Jul 30 10:17:58 2018,2:3:1:5:4,3,rabbit-big_car:bird-med_cup:rabbit-small_cup:bird-med_can:bird-small_can,bird in the big [inaudible],yes,target,8,A2GG7,6,FALSE,target1,0,abs-both pos,0,0,1,1,1
39,target-3,pos:rel-abs:a,pos,abs-rel,a,target-3-a-pos,4,Mon Jul 30 10:18:10 2018,1:5:3:2:4,2,bird-big_truck:cat-med_truck:cat-small_truck:cat-med_tree:bird-small_tree,cat in the big [inaudible],yes,target,3,A2GG7,5,FALSE,target1,0,abs-rel pos,0,0,1,1,0
39,target-7,pos:rel-both:b,pos,both-rel,b,target-7-b-pos,4,Mon Jul 30 10:18:25 2018,4:3:1:5:2,5,girl-big_scarf:man-med_scarf:man-small_scarf:man-med_sock:man-small_sock,man with the big [inaudible],yes,target,7,A2GG7,8,FALSE,target1,0,both-rel pos,0,0,0,0,0
39,target-12,cmp:rel-abs:b,cmp,abs-rel,b,target-12-b-cmp,2,Mon Jul 30 10:18:50 2018,1:5:4:2:3,5,cat-big_lizard:horse-med_lizard:horse-small_lizard:horse-med_ladder:cat-small_ladder,horse with the bigger [inaudible],yes,target,12,A2GG7,3,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
39,target-2,cmp:abs-both:b,cmp,abs-both,b,target-2-b-cmp,4,Mon Jul 30 10:19:00 2018,4:2:1:3:5,3,bird-big_boat:frog-med_bucket:bird-small_bucket:frog-med_bathtub:frog-small_bathtub,frog in the bigger [inaudible],yes,target,2,A2GG7,3,FALSE,target2,1,abs-both cmp,1,0,1,1,1
39,target-6,pos:rel-abs:b,pos,abs-rel,b,target-6-b-pos,2,Mon Jul 30 10:19:13 2018,3:1:2:5:4,1,man-big_duck:girl-med_duck:girl-small_duck:girl-med_dog:man-small_dog,girl with the big [inaudible],yes,target,6,A2GG7,4,FALSE,target2,1,abs-rel pos,1,0,1,1,0
39,target-11,cmp:abs-both:a,cmp,abs-both,a,target-11-a-cmp,4,Mon Jul 30 10:19:27 2018,3:5:1:4:2,4,boy-big_cake:policewoman-med_carrot:boy-small_carrot:policewoman-med_cookie:policewoman-small_cookie,policewoman with the bigger [inaudible],yes,target,11,A2GG7,5,FALSE,target2,1,abs-both cmp,1,0,1,1,1
39,target-9,cmp:rel-abs:a,cmp,abs-rel,a,target-9-a-cmp,2,Mon Jul 30 10:19:38 2018,4:3:1:5:2,3,frog-big_glue:monkey-med_glue:monkey-small_glue:monkey-med_grapes:frog-small_grapes,monkey with the bigger [inaudible],yes,target,9,A2GG7,4,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
39,target-4,pos:rel-both:a,pos,both-rel,a,target-4-a-pos,4,Mon Jul 30 10:19:48 2018,3:2:5:1:4,1,girl-big_pillow:boy-med_pillow:boy-small_pillow:boy-med_paintbrush:boy-small_paintbrush,boy with the big [inaudible],yes,target,4,A2GG7,4,FALSE,target1,0,both-rel pos,0,0,0,0,0
39,target-5,pos:abs-both:a,pos,abs-both,a,target-5-a-pos,4,Mon Jul 30 10:19:59 2018,5:4:2:3:1,3,man-big_flower:lady-med_fan:man-small_fan:lady-med_fish:lady-small_fish,lady with the big [inaudible],yes,target,5,A2GG7,5,FALSE,target2,1,abs-both pos,1,0,1,1,1
39,target-10,cmp:rel-both:a,cmp,both-rel,a,target-10-a-cmp,4,Mon Jul 30 10:20:09 2018,4:1:5:3:2,3,lady-big_cheese:farmer-med_cheese:farmer-small_cheese:farmer-med_chair:farmer-small_chair,farmer with the bigger [inaudible],yes,target,10,A2GG7,4,FALSE,target1,0,both-rel cmp,0,0,0,0,0
40,target-7,pos:abs-both:b,pos,abs-both,b,target-7-b-pos,4,Mon Jul 30 10:22:28 2018,5:1:4:2:3,2,girl-big_sandwich:man-med_scarf:girl-small_scarf:man-med_sock:man-small_sock,man with the big [inaudible],yes,target,7,ARYVM,19,FALSE,target2,1,abs-both pos,1,0,1,1,1
40,target-3,pos:rel-both:a,pos,both-rel,a,target-3-a-pos,2,Mon Jul 30 10:22:44 2018,1:2:3:4:5,2,bird-big_truck:cat-med_truck:cat-small_truck:cat-med_tree:cat-small_tree,cat in the big [inaudible],yes,target,3,ARYVM,7,FALSE,target2,1,both-rel pos,1,0,0,0,0
40,target-2,pos:rel-abs:a,pos,abs-rel,a,target-2-a-pos,4,Mon Jul 30 10:22:57 2018,5:3:1:2:4,2,bird-big_bathtub:frog-med_bathtub:frog-small_bathtub:frog-med_bucket:bird-small_bucket,frog in the big [inaudible],yes,target,2,ARYVM,4,FALSE,target1,0,abs-rel pos,0,0,1,1,0
40,target-1,cmp:abs-both:b,cmp,abs-both,b,target-1-b-cmp,4,Mon Jul 30 10:23:17 2018,3:1:4:5:2,5,frog-big_basket:rabbit-med_bag:frog-small_bag:rabbit-med_box:rabbit-small_box,rabbit in the bigger [inaudible],yes,target,1,ARYVM,5,FALSE,target2,1,abs-both cmp,1,0,1,1,1
40,target-9,cmp:rel-both:a,cmp,both-rel,a,target-9-a-cmp,2,Mon Jul 30 10:23:31 2018,3:4:1:2:5,4,frog-big_glue:monkey-med_glue:monkey-small_glue:monkey-med_grapes:monkey-small_grapes,monkey with the bigger [inaudible],yes,target,9,ARYVM,4,FALSE,target2,1,both-rel cmp,1,0,0,0,0
40,target-8,cmp:rel-abs:a,cmp,abs-rel,a,target-8-a-cmp,2,Mon Jul 30 10:23:43 2018,2:1:4:5:3,1,rabbit-big_can:bird-med_can:bird-small_can:bird-med_cup:rabbit-small_cup,bird in the bigger [inaudible],yes,target,8,ARYVM,5,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
40,target-11,cmp:rel-abs:b,cmp,abs-rel,b,target-11-b-cmp,2,Mon Jul 30 10:24:01 2018,1:5:3:2:4,5,boy-big_cookie:policewoman-med_cookie:policewoman-small_cookie:policewoman-med_carrot:boy-small_carrot,policewoman with the bigger [inaudible],yes,target,11,ARYVM,8,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
40,target-4,pos:abs-both:a,pos,abs-both,a,target-4-a-pos,4,Mon Jul 30 10:24:13 2018,3:1:5:2:4,2,girl-big_pen:boy-med_pillow:girl-small_pillow:boy-med_paintbrush:boy-small_paintbrush,boy with the big [inaudible],yes,target,4,ARYVM,4,FALSE,target2,1,abs-both pos,1,0,1,1,1
40,target-6,pos:rel-both:b,pos,both-rel,b,target-6-b-pos,2,Mon Jul 30 10:24:25 2018,2:4:5:3:1,4,man-big_duck:girl-med_duck:girl-small_duck:girl-med_dog:girl-small_dog,girl with the big [inaudible],yes,target,6,ARYVM,4,FALSE,target2,1,both-rel pos,1,0,0,0,0
40,target-12,cmp:rel-both:b,cmp,both-rel,b,target-12-b-cmp,4,Mon Jul 30 10:24:40 2018,4:2:5:1:3,1,cat-big_lizard:horse-med_lizard:horse-small_lizard:horse-med_ladder:horse-small_ladder,horse with the bigger [inaudible],yes,target,12,ARYVM,6,FALSE,target1,0,both-rel cmp,0,0,0,0,0
40,target-5,pos:rel-abs:b,pos,abs-rel,b,target-5-b-pos,2,Mon Jul 30 10:24:52 2018,1:5:2:3:4,5,man-big_fish:lady-med_fish:lady-small_fish:lady-med_fan:man-small_fan,lady with the big [inaudible],yes,target,5,ARYVM,4,FALSE,target2,1,abs-rel pos,1,0,1,1,0
40,target-10,cmp:abs-both:a,cmp,abs-both,a,target-10-a-cmp,4,Mon Jul 30 10:25:03 2018,3:1:4:2:5,2,lady-big_cherries:farmer-med_cheese:lady-small_cheese:farmer-med_chair:farmer-small_chair,farmer with the bigger [inaudible],yes,target,10,ARYVM,3,FALSE,target2,1,abs-both cmp,1,0,1,1,1
42,target-11,cmp:abs-both:b,cmp,abs-both,b,target-11-b-cmp,4,Mon Jul 30 10:22:53 2018,2:3:1:5:4,5,boy-big_cake:policewoman-med_cookie:boy-small_cookie:policewoman-med_carrot:policewoman-small_carrot,policewoman with the bigger [inaudible],yes,target,11,A2W3A,5,FALSE,target2,1,abs-both cmp,1,0,1,1,1
42,target-9,cmp:rel-abs:b,cmp,abs-rel,b,target-9-b-cmp,2,Mon Jul 30 10:23:24 2018,5:2:1:3:4,2,frog-big_grapes:monkey-med_grapes:monkey-small_grapes:monkey-med_glue:frog-small_glue,monkey with the bigger [inaudible],yes,target,9,A2W3A,10,FALSE,target2,1,abs-rel cmp,1,0,1,1,0
